[-0.77888126 -1.53801397],[ 1.33534233 -2.01245841],[ 0.94126809 -0.84045222],[-0.67406468 -1.71242247],[-0.9513126 -0.9211723],[0.10405693 1.9244934 ],[ 1.57199044 -0.25296893],[ 1.23689601 -1.5049902 ],[ 2.41335142 -0.59345943],[-0.5334868  -1.64123734],[-1.11177194  0.25777413],[1.06979437 0.98971971],[-0.55629838 -2.62810315],[-0.86344449 -1.19316105],[-0.30071955  2.06440684],[0.78168948 0.15553913],[ 2.37871803 -0.56496077],[-0.28735659  0.09434306],[ 0.61234374 -1.36195371],[-0.74383419 -1.24175669],[ 3.30033769 -0.6396956 ],[-0.49147055 -2.07269096],[0.39816523 1.49199226],[-1.26332456 -0.51884669],[-1.17555485 -0.60671927],[ 0.95712988 -2.31647807],[-1.19308692 -0.68503527],[-0.84636953 -1.40748152],[-0.31664332 -1.94621573],[-1.27523744 -0.46833051],[-0.78174    -1.40645748],[ 0.08500701 -1.73319145],[-0.56689529 -0.63607328],[ 0.88253078 -2.51682774],[-1.80578447  0.13496867],[-0.93203477  0.92819816],[-1.47080299 -0.19792376],[-0.14702447 -4.41029569],[1.10756899 1.00907215],[-0.46372303 -1.70114062],[ 0.16839631 -0.67741926],[ 0.28943581 -0.73290144],[1.51138473 0.89108155],[-1.29144152 -0.50195544],[-1.24874596  0.80318019],[-1.02880208 -0.81447671],[-1.02517952 -1.05428881],[-1.41837633 -0.40874671],[2.61270727 1.88314937],[-0.880134    1.77647438],[-2.09097897  0.4457511 ],[-0.05389376 -1.81463119],[ 1.14093352 -1.67101884],[-0.91015009 -0.89746048],[ 0.55906087 -2.6302054 ],[-0.80276652 -1.30558913],[-1.1436395  -0.58153841],[0.66563894 1.31733693],[-0.53040742 -1.78089742],[ 1.20065455 -1.36531813],[0.38472656 0.70025309],[ 1.50469471 -0.5252618 ],[0.62690891 1.33510399],[-0.45453829 -1.70516554],[-0.7015479  -1.43587082],[-0.55232141 -1.49412652],[-0.37472468 -2.15243741],[-0.86866223  0.19356878],[-0.27317196  2.14145242],[-0.91820051 -1.12578498],[ 2.02028956 -0.76225184],[-0.26057693  0.04659913],[ 0.65556971 -0.95598507],[-1.39663817 -0.35346047],[-0.74693481 -1.33400171],[ 1.64885462 -2.12862663],[-0.39047239 -1.83799201],[1.37730073 1.57039866],[-0.85278469 -1.15496703],[-0.41586095  2.56273028],[-0.28307004 -2.14726354],[1.88624921 0.22991996],[-1.73054745  0.05967912],[-1.08386952 -0.53497386],[-0.26929195  2.19882512],[ 1.47619489 -1.58782446],[ 1.32624865 -1.98004956],[-0.79099704 -1.5581424 ],[-0.92311662 -1.01022191],[-0.56225956 -1.61175655],[-0.79665085  2.06524414],[0.0488946  1.84377812],[-1.22165195 -0.80014308],[2.41895729 0.45310977],[-0.37996279 -2.0710437 ],[-1.29108456 -0.57529613],[-0.92928408 -1.02543865],[1.18748872 0.86439198],[-0.34155207  2.87730457],[ 0.95352064 -1.35750172],[ 1.13973145 -0.84080845],[-1.66263127 -0.12063577],[-0.3666582  -1.90214497],[-0.10775109 -2.32779932],[-1.06286962 -0.90328482],[ 1.6380849  -1.63609446],[ 0.30289672 -1.88733889],[-0.49786873 -1.93455364],[ 1.31907713 -0.80458453],[ 0.06054796 -2.62746741],[1.45831023 0.51485944],[0.71140544 1.30118306],[-1.67344804 -0.55226522],[ 0.36795543 -0.8616983 ],[ 2.00414618 -0.0991894 ],[2.50326303 0.34263557],[-2.4590502  1.1481753],[ 1.61950399 -2.10082538],[-1.37433269 -0.34992028],[ 2.58835076 -0.94582675],[ 1.54870566 -0.171578  ],[-1.48892038  0.57492013],[ 1.41912376 -1.37850287],[-1.93924446 -1.47479185],[-0.56785495 -1.33400663],[ 0.60141103 -0.78134514],[ 1.84487625 -0.96282139],[-0.77243131 -1.21949033],[-0.69005186 -1.58829005],[-1.26738043 -0.74862658],[-0.79659467 -1.58373223],[ 0.98228271 -2.29407926],[-1.6323251   0.01308354],[-0.30249185 -2.39806845],[-1.19224399 -0.66536752],[-1.00851605 -1.25752005],[0.63852224 1.45635965],[-0.66558534 -1.56255519],[ 1.51211601 -0.14247393],[0.12822201 1.90417996],[1.50566524 0.72844741],[-0.86035438 -1.35241676],[-0.3435031  -1.87206275],[-1.29165805 -0.24110421],[-0.65581983 -1.84599873],[ 1.52685052 -0.96359679],[-0.51927822  2.09248122],[-0.41527403 -2.07426984],[-1.59372256 -0.02401349],[0.906631   1.16030017],[ 1.04038849 -0.81241232],[-0.62153903 -1.54271183],[-1.36983393 -0.19529421],[0.5830841  0.95114917],[-0.80388035  1.54679939],[-0.01518388 -2.88722806],[ 1.02369838 -2.59576908],[ 0.11633693 -2.5881524 ],[-1.62203379 -0.10403444],[-0.82149066 -1.2223616 ],[ 0.99294274 -1.15183581],[-1.19019272 -0.45101901],[-1.02880205  0.92709654],[-0.81216213 -1.41145868],[2.76194877 1.56868358],[-1.41748285 -0.30492631],[-1.38295053 -0.46194913],[-2.17109419 -0.67544737],[0.23101723 1.56368854],[-0.89570405 -1.32279798],[-1.09215623 -0.84824705],[-0.9427633  -1.32506926],[ 1.5161728  -0.46033525],[-1.3175628 -0.5000189],[ 2.00288396 -1.79276533],[-0.780386   -1.46735896],[-1.26173056 -0.39735987],[-0.94011552 -0.87571001],[-0.2850956 -1.30504  ],[-0.07344946 -3.30490422],[-0.845705   -1.21181429],[ 0.67298983 -1.14152076],[ 2.4880055  -0.40897063],[0.42257735 0.11197979],[-0.52321153 -1.6915749 ],[-0.21291992 -3.0404648 ],[ 2.48364335 -1.4047493 ],[-0.99116397 -1.03097037],[ 1.42835911 -1.0712264 ],[1.8499695 0.2826355],[ 0.13513923 -2.46818079],[-0.19644923 -2.38657919],[ 0.93743437 -1.18620331],[3.68377176 2.56660248],[-0.57693537  0.97038717],[0.52639271 0.17892473],[-1.05552791 -2.92678148],[ 0.65904985 -0.85083389],[-0.66237103 -2.32629396],[-1.18475503 -0.52587444],[ 1.23713645 -1.02530021],[-1.03642686 -0.26497428],[-1.09629027 -0.96891192],[ 1.67393392 -2.34379418],[-0.24329525  0.00405176],[ 2.50688911 -1.52546533],[ 1.40022236 -1.56905069],[-1.15906054 -0.60886859],[-1.23784276 -0.50460945],[1.93805413 0.14254126],[ 2.5721246  -0.30998809],[-0.46488158 -0.60549266],[-0.45181636 -1.82956913],[ 0.67798957 -0.65547213],[ 1.15693469 -2.52360563],[-0.04049543 -2.41411038],[ 0.51524897 -2.94302401],[1.80437906 0.31225238],[-0.9174559  -1.24776551],[-1.71903317  3.37672409],[-1.79211979  0.18158725],[ 1.78437665 -2.31381006],[ 1.48501887 -1.18810007],[-0.25364169 -1.81593756],[-1.12652086 -0.68954321],[-0.10702415 -2.30588493],[-0.66925399 -1.39263408],[-0.69776275 -1.54469938],[-0.48041327  1.18224076],[0.77575964 1.39906914],[-0.58348892  1.78058766],[ 0.41061584 -3.03697683],[1.06171414 1.44346089],[-2.11977099  3.76636756],[-1.32858868 -0.44639735],[ 0.13293855 -0.93990727],[-2.27590303  0.65333782],[-0.03549599 -3.94308504],[ 0.10827469 -0.86122508],[-1.68626949 -0.33908342],[ 0.73128301 -1.64020295],[ 0.77542909 -3.43411131],[-1.11019308 -0.65890045],[ 3.12154796 -2.35274918],[-1.33489852 -0.39689305],[-1.47560031 -0.31899426],[ 1.0112402 -2.361911 ],[-0.69584459 -1.5343878 ],[ 0.41079114 -1.98874428],[-0.55010449 -1.70464582],[-1.33659826  0.89301143],[ 1.25738704 -1.0563332 ],[-1.25955745 -0.51822251],[1.99316514 0.71570632],[ 1.15753763 -1.32091397],[-1.41220016 -0.38690415],[-0.86245372 -1.02970553],[ 0.47705629 -3.25548445],[-1.98979434  0.42030837],[-0.68651868 -1.5650496 ],[-0.37545208 -2.03039597],[-0.47131049 -0.38107397],[-1.29234964 -0.56715753],[0.58239021 0.15081131],[-0.59996181 -1.59144175],[-1.53958922 -0.23772395],[ 2.02779707 -0.61521925],[0.0290892 1.9024416],[ 1.05181133 -1.07333264],[ 1.24525711 -0.53691742],[ 1.48922121 -1.35482649],[-0.73927742 -1.35082979],[-1.13209385 -0.77292078],[-0.79545312 -1.3740399 ],[ 2.12548414 -1.07885387],[-0.77275148 -1.17127326],[-0.34479961 -0.64012092],[ 0.93037077 -1.08779191],[-1.51672198 -0.33359871],[ 0.65043551 -2.80607776],[ 1.7069226  -0.52410796],[ 2.43127962 -0.22195013],[ 1.38433911 -2.75336889],[-0.14793458  0.71765814],[ 2.61764545 -2.06243194],[-0.67657738 -1.31627788],[-1.1310646   0.66541983],[-1.4927268   0.15509251],[2.72432658 1.50970243],[-0.46288774 -1.91642797],[ 2.40061856 -0.22418239],[ 3.16930657 -0.8781923 ],[ 2.44462779 -1.83588395],[-0.61923972 -2.07700146],[ 0.47002582 -1.7490826 ],[-1.42860267 -0.4492143 ],[-0.12936644 -2.29865692],[-1.00235031 -1.11045623],[ 1.37485081 -2.61881863],[-0.35873196 -2.06568137],[-0.98296772 -1.16887714],[ 0.71252354 -1.76771128],[1.49723688 0.73325741],[-0.60966817 -1.57338346],[-0.51627855 -1.81780047],[ 1.77752061 -0.0145276 ],[-0.98569888 -1.02671963],[ 1.19336102 -2.23348538],[-1.01534352 -0.99656768],[-0.86355231 -1.47664904],[-0.48476129 -1.74406781],[-1.07285141  1.05622391],[-1.18949786 -0.60828792],[ 1.59695329 -1.68266769],[1.59362522 0.52548643],[-1.41743119 -0.31607484],[-0.96633551 -1.23364897],[ 0.27547354 -3.2158072 ],[-0.65067846 -1.74132327],[ 3.12445735 -0.80132505],[-1.56581996 -0.29451883],[1.03754852 0.59420668],[-1.09360793 -1.01125308],[ 0.7162895  -0.90473878],[-2.14082514 -0.77877024],[ 0.28647097 -0.72547785],[-1.59075616 -0.17753808],[ 1.10535202 -1.12395365],[ 2.8284889  -0.48740831],[-1.36836963 -0.30982693],[-0.35949163 -2.01351235],[ 0.7062461  -1.79440153],[-1.18278491 -0.65164572],[ 1.91066632 -0.91058026],[-0.5615922  -1.83739383],[ 0.85628104 -0.23637277],[-0.95305758  0.83438851],[-1.12930908 -0.72970463],[-0.23494184  2.1629197 ],[-0.82567511  1.076576  ],[-1.74142911  0.32037721],[-1.31114839 -0.41381406],[-0.03128284  2.2373122 ],[-0.71824288 -1.15521976],[ 0.88462793 -0.44813766],[-0.12166898 -2.30350772],[ 2.13436827 -0.22293774],[-0.97906001 -0.96042591],[-0.06736175  0.68049157],[-0.69110036 -2.75560439],[-0.80821561 -1.19659929],[-0.59866111 -1.43876696],[ 1.0245515 -1.3616684],[ 1.53646536 -2.27043845],[-0.99033084 -1.2343324 ],[1.69759474 2.08084409],[1.10269661 0.94961812],[-0.7163749   2.46181727],[-1.35925645 -0.51824734],[1.05928031 0.86443495],[-0.77915196  1.70616587],[-1.01848245 -0.90974196],[-1.27011523 -0.48559499],[0.16607771 1.88715687],[0.69334611 0.15626644],[ 0.98932253 -3.125057  ],[-1.28281382 -0.28978536],[1.12770628 1.17157523],[-1.36814894  0.59967623],[-1.65966867 -0.18855196],[ 1.07075137 -1.62474134],[ 2.59659419 -0.75621028],[-1.6697327  -0.23482946],[1.75365729 0.2585616 ],[ 1.95601548 -0.31216121],[-0.31826924  2.10556517],[-1.6087461  -0.01562192],[-1.08525922 -0.85372473],[-0.19369787 -2.22424609],[-0.72688784  2.48045617],[ 0.77216145 -2.47255343],[ 2.10720848 -1.79051708],[-1.58531204  0.12229013],[-1.11328771  0.86620412],[0.09676446 2.01027148],[-0.12965567 -0.96458211],[-1.33748808 -0.4049221 ],[-1.05347519 -0.7292586 ],[1.49448267 0.51272082],[-1.09166241 -0.80947076],[ 0.73056663 -1.45027402],[ 1.71568976 -1.11112163],[-1.09964083 -1.22450517],[-0.954276   -1.45604357],[-1.36263533 -0.35754262],[-0.67758047 -1.6213616 ],[ 1.53183693 -1.26533615],[ 0.70566616 -1.58253168],[-0.58045782  2.27189192],[0.10790742 2.90253692]
0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
